Income,Housing cost,Transportation cost,Healthcare Expense,Food and Dining,Personal Expenses,Financial aid,Credit History,Savings,Academic Performance
f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,outcome,class
12650,309,1360,862,2755,13073,1,776,795,1,125048,0
1855,641,2150,1933,2368,4816,1,2889,1731,1,73446,0
14472,2464,1240,2909,424,4414,1,1559,562,1,86294,0
3338,1517,1238,3226,1589,13771,1,1232,2829,1,129624,0
10458,2780,4016,2826,538,13742,1,2291,1002,1,150554,0
8469,729,2507,2027,2419,18048,1,403,1208,1,156112,0
12055,2773,3829,2733,1509,15637,1,1952,1792,1,167730,0
12951,1719,612,3863,2187,10180,1,3807,967,1,131800,0
8182,690,502,1339,2010,6404,1,146,2563,1,78398,0
14909,1405,2991,4375,1276,19484,1,1444,2888,1,198886,1
4005,1393,1537,3650,1443,4185,1,169,511,1,62270,0
9759,438,2604,2616,827,16245,1,773,701,1,146304,0
13380,2565,4967,3145,909,3573,1,2840,2122,1,107452,0
11584,2852,473,4461,1631,6743,1,2678,671,1,105734,0
12327,2649,2955,756,1520,18550,1,1055,977,1,167274,0
8833,641,4315,2662,1097,14081,1,2592,1928,1,151626,0
7956,1376,4647,3069,1433,18157,1,2481,1308,1,176502,1
14834,862,2564,988,2695,15962,1,3868,52,1,162452,0
13750,538,3678,3124,2630,15108,1,813,370,1,156434,0
6236,2268,189,572,1546,6759,1,2074,312,1,73252,0
14140,2895,2504,1377,460,3206,1,2499,2754,1,90772,0
11580,1599,3743,3098,1550,13131,1,2940,2227,1,156286,0
13463,1092,556,4009,1872,18749,1,3909,777,1,182362,1
8087,211,3096,4895,1578,8267,1,1086,2073,1,113964,0
13967,578,873,3798,1251,16288,1,1353,2882,1,164954,0
12820,2882,927,4222,2469,8463,1,2031,605,1,118270,0
11917,1314,3509,1798,716,14859,1,1498,2513,1,154330,0
10575,2970,4855,2226,1488,3036,1,879,296,1,81316,0
14027,895,3807,2003,1155,15035,1,1247,2156,1,159226,0
5190,2966,2768,2204,2945,10196,1,2991,2891,1,126804,0
5596,1885,334,1217,2635,16055,1,3290,1245,1,140916,0
4001,258,4226,879,889,14427,1,1507,2060,1,131556,0
5333,2010,3519,2814,1247,13961,1,3530,671,1,143092,0
5879,411,999,1872,895,2572,1,165,724,1,44852,0
7521,1858,791,2496,812,12258,1,2291,728,1,119164,0
11387,2387,1100,4155,2663,17252,1,254,2363,1,167884,0
7930,1095,4334,2655,706,15620,1,2197,416,1,151600,0
12488,1052,763,3201,855,3644,1,2626,692,1,79792,0
12265,204,2632,1184,2375,19923,1,3068,1476,1,182676,1
2206,983,1575,970,2054,13177,1,3051,2859,1,123378,0
6153,2599,2551,3860,2361,16194,1,506,478,1,148980,0
408,1167,4604,4069,1778,19147,1,1140,2733,1,171782,0
5942,872,1691,902,1332,18331,1,3132,1840,1,156548,0
14315,1302,2373,4317,2516,18696,1,3536,125,1,189856,1
10289,2129,2822,2639,979,16478,1,2020,2878,1,167108,0
10098,1013,667,1200,781,18927,1,1273,695,1,152696,0
13767,2580,2004,2308,2130,13017,1,464,2341,1,143534,0
2959,2088,2731,4807,2587,8775,1,1787,855,1,108648,0
6658,2667,4935,4896,2170,17218,1,686,2050,1,176576,1
12765,1003,4653,2985,1736,18941,1,1546,2177,1,190108,1
1005,1545,524,1244,1680,17446,1,3436,2665,1,144622,0
3759,1997,2919,655,1862,10222,1,1293,2311,1,105290,0
526,575,2897,1621,2910,8340,1,449,1474,1,83836,0
731,1570,3777,1971,1466,17780,1,3016,1614,1,155736,0
2844,1991,590,2618,1591,5467,1,506,657,1,63148,0
651,1045,3690,1436,2720,16530,1,2977,226,1,141338,0
8713,1032,1114,4926,1312,14889,1,1588,366,1,143434,0
3709,2849,1040,2450,2451,11246,1,2963,2786,1,122460,0
8284,1111,2658,2498,1375,6356,1,2248,1381,1,94826,0
3894,535,2923,611,661,8248,1,636,1141,1,80922,0
13129,454,3204,3676,1613,18114,1,284,428,1,169454,0
11385,2954,4431,4127,951,6847,1,3104,722,1,121208,0
7538,1250,4518,1874,1974,2970,1,1297,702,1,72918,0
11396,2062,3310,2154,1172,7338,1,2776,617,1,108726,0
8789,1983,3880,4840,2302,12131,1,1041,2195,1,146768,0
6650,1659,2076,4020,1037,11387,1,3203,1259,1,129256,0
11394,1917,2591,1416,1625,3792,1,3844,2862,1,95486,0
1485,597,464,1315,2439,4849,1,355,2259,1,55718,0
12167,1481,4934,4504,927,4862,1,3527,1685,1,116932,0
10834,2316,3349,4554,1925,12894,1,2264,1803,1,155404,0
13764,2987,844,3540,1266,18111,1,2784,956,1,177206,1
11982,1588,753,1997,2470,12962,1,706,1284,1,128822,0
12265,1171,3637,3987,1510,14911,1,3440,2408,1,173256,1
104,2469,4838,2156,2199,15520,1,2257,2886,1,151222,0
12492,2894,1749,1981,1966,7259,1,663,251,1,96844,0
4383,2759,2086,1721,2891,10574,1,1382,2821,1,115560,0
5003,2093,1123,2738,423,12846,1,470,2114,1,117904,0
4733,1772,1520,2904,2262,16715,1,1633,2282,1,151190,0
5378,626,463,2161,1780,19042,1,3318,662,1,156246,0
1226,207,4492,3350,1383,9452,1,1167,2194,1,107166,0
8121,1374,4609,4591,1477,12749,1,2016,2633,1,153844,0
7917,1616,601,3566,559,8567,1,777,340,1,92732,0
2129,1111,4045,3307,905,4290,1,1530,2463,1,79420,0
13718,1868,3720,1996,1774,13558,1,1670,2172,1,154310,0
1144,2691,786,4340,966,19710,1,3320,1485,1,167596,0
862,1541,2371,4666,2145,4092,1,1131,815,1,69590,0
5521,1508,4670,1429,1335,10665,1,2435,2874,1,126360,0
14653,889,665,3299,2089,11354,1,271,924,1,124032,0
361,839,2984,4991,2360,13171,1,3610,1181,1,137220,0
768,1161,4848,3676,631,8826,1,1730,2244,1,108078,0
1305,2949,2097,3601,1557,4636,1,423,1811,1,71176,0
7857,2491,2421,4913,1179,7913,1,2553,1459,1,115926,0
8641,1144,1124,3646,890,7808,1,1830,955,1,98428,0
6710,456,3669,4552,2667,8120,1,1140,2343,1,115212,0
11725,2877,4307,2871,2353,3976,1,3131,555,1,101232,0
1292,1565,3849,4478,2841,4873,1,3390,2121,1,95996,0
6761,979,3682,2576,986,12151,1,424,2687,1,127844,0
4437,1268,2905,1965,1066,10306,1,1315,2315,1,109388,0
14376,210,4417,948,1959,9390,1,2033,754,1,122048,0
13186,2607,3731,4461,2921,19629,1,1132,663,1,195160,1
9015,2713,3601,1152,999,9347,1,471,121,1,102926,0
9715,876,1353,3317,2683,10556,1,2363,1146,1,122610,0
1454,645,4494,1120,1662,15463,1,3717,1595,1,144014,0
11319,810,1867,2228,2938,14020,1,1330,1344,1,141340,0
11588,2737,3028,3751,304,8515,1,585,1480,1,115734,0
3151,2709,889,926,1859,19305,1,303,2763,1,150802,0
3915,1195,3599,3835,2898,5474,1,947,2789,1,93550,0
10799,1488,4824,3599,2421,6869,1,3882,675,1,122560,0
11337,485,1268,1752,811,15240,1,3011,1141,1,145404,0
74,1417,2308,4083,2045,10694,1,858,546,1,102426,0
9009,2668,4767,1721,1918,6913,1,604,1171,1,101730,0
5567,217,428,877,851,10056,1,3372,2103,1,100736,0
8036,638,4982,1146,718,14629,1,403,211,1,133536,0
12804,2654,3213,3541,2648,5514,1,300,1304,1,102738,0
10825,1150,4604,4083,695,7695,1,1113,2932,1,122448,0
6635,2600,3572,1477,2569,9404,1,2952,1516,1,118110,0
6460,1020,2864,2302,933,7585,1,2193,413,1,93434,0
12829,2300,442,4623,360,8108,1,2795,1704,1,117892,0
13586,1334,1806,2997,2792,8333,1,2591,863,1,118460,0
6127,1663,2957,896,1241,9575,1,2115,1578,1,105706,0
13760,1698,83,4503,2438,3105,1,3430,2445,1,96276,0
2440,847,4281,1944,407,13445,1,3910,136,1,129152,0
1093,965,4158,2273,1084,4274,1,1998,2085,1,73994,0
11383,2558,2677,2972,1899,11724,1,3228,2333,1,146874,0
5176,1829,2096,3642,1524,8005,1,2846,2271,1,108518,0
3157,2709,3550,2878,437,3118,1,3769,1170,1,76792,0
11054,357,3120,1258,1414,3150,1,2499,229,1,72984,0
867,701,1809,3814,1202,8667,1,424,2780,1,92860,0
5146,1434,4544,1158,1978,4651,1,3995,1346,1,89204,0
13696,1840,1635,4972,687,18327,1,324,2755,1,181162,1
2201,1333,2024,4519,2259,13634,1,1317,1807,1,132068,0
9119,240,4572,3524,2400,2942,1,1326,2016,1,86932,0
3764,1839,2090,586,1993,8246,1,1649,2590,1,92338,0
4907,2439,3570,1304,2041,17304,1,2076,1059,1,154644,0
3070,2507,2478,3549,1583,15128,1,3966,2026,1,153174,0
11988,806,1749,2389,1955,6767,1,2598,489,1,99010,0
536,1574,1271,4262,545,4916,1,3956,954,1,76588,0
11460,1179,983,912,538,11737,1,3142,510,1,118974,0
8896,2564,2695,3505,458,18375,1,406,2070,1,168800,0
983,1880,1260,2703,426,12142,1,3895,2702,1,121680,0
8205,1760,3361,3801,2493,16106,1,3553,241,1,165386,0
6538,999,4974,4483,463,11990,1,492,2849,1,139142,0
6036,1075,3966,1761,1288,5700,1,916,1738,1,84532,0
7522,2528,4652,2487,352,8494,1,3023,2574,1,122722,0
9415,749,3704,4627,2281,8816,1,137,2963,1,123520,0
9951,1461,3570,3460,1580,14036,1,675,2085,1,149370,0
3093,1803,3286,4610,2862,10065,1,2574,654,1,120412,0
4996,924,3720,2611,2378,10844,1,2853,612,1,120854,0
12221,2898,1488,3230,963,2510,1,1144,1451,1,76486,0
8855,520,1992,4481,1266,17274,1,320,1112,1,156556,0
7890,1128,189,706,1462,4873,1,3074,2388,1,75636,0
9610,694,4059,3000,1809,4836,1,1602,2679,1,98612,0
10796,2342,4644,4430,1230,9201,1,546,961,1,126276,0
8669,1420,1742,1111,1283,8436,1,1409,2063,1,98670,0
7330,1901,1845,2210,1884,11959,1,941,81,1,114302,0
12689,944,327,1989,2779,4087,1,3514,1812,1,87924,0
9849,1116,222,1931,2658,11656,1,3874,1775,1,128400,0
9794,727,1149,684,2790,8151,1,2520,45,1,93130,0
2930,2155,2889,3809,1381,4849,1,1226,2887,1,85280,0
5587,1516,1136,908,1276,5603,1,3117,2557,1,81258,0
4811,1235,2736,1184,2917,15871,1,2582,2820,1,150450,0
4513,479,4348,2731,2860,16251,1,1078,118,1,146320,0
9015,1973,424,3706,2858,3291,1,3672,579,1,80972,0
10603,831,3816,4267,2300,18838,1,2955,1876,1,192162,1
9841,2679,1720,1187,2626,4147,1,1976,914,1,78372,0
13358,1642,910,3837,2244,15600,1,1105,701,1,154310,0
14498,2715,1042,3881,2289,2701,1,3139,1789,1,94624,0
9294,2832,4280,2361,2728,3020,1,1805,447,1,83410,0
1523,1051,2593,4462,1011,17460,1,2801,950,1,155164,0
2838,2896,129,1859,544,11739,1,374,1594,1,98824,0
903,2441,2603,4634,1487,15011,1,3740,1598,1,150038,0
14325,1553,4201,3371,2996,10805,1,1147,574,1,139760,0
2732,618,2583,4053,1760,18737,1,2442,1456,1,164788,0
12679,723,1782,1210,1388,18509,1,2267,1327,1,166988,0
8600,1366,447,4937,2921,6281,1,3641,2099,1,107966,0
1224,821,368,1123,1531,8961,1,1979,1047,1,78996,0
1218,1166,4830,822,1862,3435,1,728,210,1,55472,0
13667,495,1486,615,1717,9811,1,2806,515,1,112322,0
1629,2640,2988,1622,2082,6815,1,1797,1478,1,85142,0
11444,2570,4281,3454,927,11243,1,1863,1032,1,139870,0
10516,404,4954,3505,2057,3332,1,874,400,1,84888,0
5164,862,4990,1417,1107,9264,1,643,2491,1,108024,0
4244,244,1479,2861,743,7378,1,3450,372,1,87388,0
769,415,4838,2468,1826,11729,1,1513,1774,1,118776,0
173,345,1892,3596,2731,18150,1,3700,2364,1,161616,0
12281,2770,4099,3014,2967,16085,1,2465,978,1,174780,1
1896,2332,3439,4250,1742,16892,1,3640,2287,1,167766,0
7692,385,630,1694,1558,10478,1,2837,2865,1,114252,0
455,801,4554,3325,1145,14900,1,1132,909,1,133892,0
13446,1296,2576,3489,381,8437,1,3619,230,1,120534,0
12224,1637,346,737,1428,8706,1,195,2533,1,98068,0
905,350,28,1083,1862,18355,1,367,1395,1,127866,0
1439,1912,1458,2223,2296,10594,1,3852,1932,1,112728,0
7019,2161,3607,2602,2197,10599,1,865,2320,1,123934,0
4979,598,1061,2678,1464,12223,1,1939,529,1,112258,0
13753,1428,1219,1448,2507,17435,1,1484,534,1,158736,0
6234,1774,4977,2008,1353,2207,1,1832,1991,1,75206,0
1178,970,2925,2279,403,4794,1,151,148,1,55888,0
2365,1351,1956,2493,633,15284,1,2697,969,1,132872,0
8119,832,1730,1378,2772,6710,1,746,1739,1,86088,0
8255,2786,4149,1646,2375,7891,1,2274,843,1,109836,0
10775,781,2198,4779,1350,4995,1,3106,283,1,97256,0
13745,805,941,3622,1353,3922,1,1212,378,1,79960,0
13253,993,4670,1428,1121,14345,1,2403,710,1,153658,0
2225,2193,4764,3907,1790,9848,1,3564,697,1,123242,0
9801,887,1087,4746,1978,19989,1,3759,1316,1,188908,1
8951,1988,531,1143,393,6123,1,1788,2704,1,84076,0
12125,2859,3115,2135,2247,17432,1,667,648,1,165324,0
5956,1792,2806,3369,503,15282,1,1877,2839,1,151768,0
8798,2991,2416,1850,629,8585,1,2755,1442,1,110208,0
5943,1080,4222,1543,1599,10502,1,2097,2483,1,121646,0
13339,813,2087,3957,429,4700,1,502,1674,1,90252,0
11851,2832,677,2794,1671,5587,1,346,267,1,82576,0
357,2172,3722,2681,305,7850,1,2399,673,1,90678,0
7532,1291,4057,4613,1211,12318,1,2236,1827,1,144918,0
3586,1568,617,3461,1392,10941,1,2555,644,1,107856,0
12931,428,4912,4667,2739,19368,1,523,806,1,192046,1
6604,981,4965,4645,502,12466,1,2707,638,1,142800,0
14711,1941,4633,3157,718,14082,1,129,2769,1,161994,0
2828,2183,750,1396,2170,15690,1,172,2942,1,129552,0
1511,219,3538,4415,1700,15426,1,659,1952,1,141682,0
1972,333,460,2658,2967,12361,1,556,1589,1,105772,0
5405,1060,2433,1937,1496,10037,1,3684,2919,1,120046,0
2908,2110,1997,4767,383,4976,1,2432,933,1,81184,0
1374,1502,1790,3130,1480,12228,1,2769,1632,1,119374,0
12812,2523,4416,1951,572,3083,1,1353,1185,1,85942,0
11594,2668,1423,4623,1792,13491,1,915,98,1,141300,0
6559,2098,357,4798,2984,10612,1,3083,2027,1,128024,0
338,2444,824,4110,2474,2720,1,2326,1966,1,63746,0
9303,1489,753,3611,2896,7405,1,2053,1086,1,101828,0
14819,2337,2751,3576,836,15951,1,2625,722,1,170396,0
535,508,831,2938,329,4400,1,3165,2593,1,67262,0
1201,1065,2896,4077,690,14610,1,3770,2063,1,144806,0
7688,1605,4798,559,2872,11526,1,2638,504,1,127492,0
14792,2103,4705,4329,1124,8211,1,1746,932,1,132162,0
1320,438,1347,3550,1040,15589,1,3891,2894,1,145868,0
14297,1809,2940,2976,630,7094,1,3584,866,1,117510,0
843,982,428,2204,2890,6276,1,3304,1005,1,74860,0
2544,556,4086,3733,2270,7210,1,918,1750,1,95958,0
2781,2936,658,2159,2940,14336,1,2140,2175,1,131868,0
11807,653,1556,2051,591,3997,1,2439,907,1,77906,0
14142,2104,786,1627,2759,3732,1,2963,2295,1,91096,0
5932,2976,845,4414,958,6074,1,1151,1568,1,88098,0
8183,2149,1615,3582,2727,13070,1,1588,1855,1,139108,0
8152,1000,3605,2574,678,5464,1,835,2372,1,89998,0
200,2653,295,3225,515,8772,1,3751,96,1,88846,0
9441,2325,2886,789,2224,15206,1,3800,1959,1,156962,0
6800,1895,472,4998,2123,15795,1,3606,407,1,154348,0
10026,773,4637,4508,1578,5962,1,1113,578,1,103880,0
11720,352,3862,3667,2051,12261,1,2043,2886,1,151654,0
9947,265,2794,1538,1384,3638,1,3658,1008,1,81022,0
3450,972,2249,3796,1452,3078,1,1177,772,1,62202,0
1105,1792,4661,3763,2395,17459,1,1890,1596,1,162988,0
3,1539,3331,1416,912,14770,1,2158,2891,1,132722,0
9787,338,3454,2546,350,10893,1,3733,2169,1,133926,0
6361,1673,4109,2283,2888,5678,1,301,65,1,82954,0
4198,925,972,3361,2217,2047,1,1751,975,1,55208,0
1243,1685,2295,2899,1987,6981,1,565,1136,1,79306,0
5308,2627,4912,4183,1511,15974,1,3634,1654,1,172278,0
12574,1889,1272,4837,1686,11987,1,421,2466,1,140214,0
12868,1077,2344,3277,1425,10511,1,2006,2344,1,133700,0
5910,980,4900,2821,1287,11918,1,2667,2152,1,138032,0
9685,2212,1276,1709,2882,5913,1,3410,2267,1,99694,0
11604,803,4630,2121,2768,11385,1,349,2326,1,136374,0
14610,912,4780,3013,311,19917,1,2990,716,1,197174,1
12356,2496,4141,4178,1776,17468,1,2001,141,1,179918,1
6298,926,1244,3619,2202,16399,1,2573,2807,1,158228,0
1168,2932,1463,2585,782,5344,1,1971,1929,1,73630,0
5714,1331,2909,546,1379,7134,1,2179,2116,1,90662,0
11369,860,3979,1513,811,2282,1,2817,2919,1,84694,0
1575,1787,3899,1380,639,18918,1,2743,2657,1,164236,0
8742,401,3176,1361,985,4727,1,3006,2201,1,87604,0
5046,1240,2694,2098,2094,17942,1,3798,1172,1,163470,0
8587,569,643,952,372,9777,1,262,1290,1,90316,0
5630,2446,382,3978,2138,12519,1,3523,2396,1,136668,0
6963,2796,554,2580,2842,19161,1,2262,1760,1,168802,0
4247,1980,1428,2316,2416,12233,1,3894,133,1,121778,0
1371,896,4283,3047,488,10772,1,271,2567,1,110824,0
2640,2707,2196,683,1290,8641,1,2514,2811,1,97946,0
7509,1258,1805,4376,664,3670,1,913,736,1,72212,0
2836,862,3622,3781,1064,18569,1,1862,2439,1,167764,0
614,516,1571,3931,1799,19997,1,3510,2630,1,172418,0
5774,743,4463,4630,2454,19250,1,2747,40,1,180972,1
1667,2321,1539,1615,470,17467,1,1309,2399,1,141176,0
3448,2308,1414,4151,2557,11637,1,3214,1844,1,128950,0
7791,969,4674,2740,1130,7926,1,3288,2065,1,118414,0
12462,1142,3077,4561,817,10106,1,145,889,1,124176,0
5094,1923,130,3834,1066,7356,1,2837,1605,1,93936,0
14060,2482,3970,2588,2245,17937,1,1513,804,1,180706,1
13809,1637,73,3565,1170,4751,1,2825,408,1,89232,0
11639,495,394,844,1433,14541,1,3855,228,1,135674,0
7177,2318,2705,928,2531,8056,1,3254,2836,1,111290,0
7993,692,2709,4093,1352,2011,1,1338,248,1,65702,0
7602,1867,3383,4384,2426,11772,1,1380,551,1,133224,0
2598,1452,2002,1583,2402,12576,1,2750,1157,1,118338,0
9865,347,3983,3760,857,16212,1,3293,1468,1,169436,0
6627,984,2258,1671,1879,7314,1,2903,1677,1,96910,0
10528,728,2333,1289,2559,2555,1,590,1646,1,66402,0
12975,2121,1281,4023,549,16254,1,1195,1533,1,160952,0
11633,1741,1410,4930,2134,11717,1,1076,106,1,131416,0
11930,1164,1005,3655,1764,16139,1,3373,1087,1,163040,0
12556,2371,603,730,1165,5747,1,2458,2001,1,89844,0
28,1904,4352,4960,1473,15612,1,3086,1481,1,156008,0
2609,1669,3306,519,2547,7628,1,2264,1876,1,91288,0
4320,661,4196,4475,1258,19331,1,3400,1467,1,182626,1
5971,1136,2029,715,1934,13304,1,2375,141,1,118956,0
11607,1739,655,1750,589,10118,1,1853,1085,1,109960,0
12192,2555,1785,627,2536,7716,1,2216,1297,1,104572,0
10721,1805,65,4163,2594,6649,1,1019,1476,1,97036,0
1023,329,171,1380,2141,17569,1,1121,2207,1,131926,0
4832,1730,558,3282,1297,7238,1,3302,2025,1,95824,0
3596,2985,323,2156,875,12268,1,3570,2769,1,123802,0
9524,1580,2597,608,2001,9408,1,1603,183,1,102632,0
9595,663,2181,4468,2862,15644,1,3131,1229,1,164150,0
479,992,4910,4191,821,19623,1,1539,954,1,168708,0
1607,680,1145,2309,1014,12719,1,2682,1337,1,112818,0
2046,348,1877,2942,1323,5574,1,2180,1216,1,73748,0
6127,249,3674,977,1811,13729,1,3037,466,1,131374,0
6988,2299,2208,4765,1327,6920,1,898,528,1,96354,0
10291,1116,876,1589,533,8082,1,342,882,1,87138,0
13446,2583,4062,1281,2721,19248,1,1779,1874,1,188982,1
6084,2248,2079,2517,2802,17489,1,202,2015,1,154464,0
2520,2061,3980,3277,2592,19445,1,1007,1750,1,171082,0
5397,1832,1688,1362,770,19647,1,1905,2592,1,164078,0
8466,243,4782,3428,1188,11261,1,2739,1607,1,137594,0
1255,580,460,1052,2655,15913,1,2018,1776,1,125692,0
9932,1357,1486,4028,2318,2928,1,3798,746,1,85024,0
12864,2617,4181,4095,1299,10922,1,2838,2012,1,151606,0
12720,275,2800,3005,312,4279,1,3065,2457,1,97606,0
4434,1314,4207,1334,2820,5753,1,989,1660,1,84424,0
8032,926,2661,4490,2515,17219,1,628,2928,1,169098,0
9619,553,1892,4364,1222,7815,1,1854,1205,1,106948,0
4858,1218,1830,4469,522,19420,1,3606,440,1,171106,0
846,1863,2929,2021,608,10950,1,916,2189,1,104564,0
14177,339,1562,901,2770,6388,1,3603,2358,1,106606,0
2876,2931,1546,1440,2095,11366,1,1525,2086,1,110398,0
8995,669,2636,2254,1313,17946,1,1328,1807,1,161740,0
3247,1512,1195,2655,2956,7043,1,2102,1319,1,86782,0
3095,1127,3697,4004,458,7393,1,2552,1715,1,101600,0
8059,2251,4460,3675,2982,14977,1,3474,2273,1,171984,0
12650,1618,708,3260,2390,11521,1,585,1681,1,127388,0
8563,2466,3375,1799,705,19113,1,1529,2377,1,174476,1
4064,1493,2087,1149,2799,19728,1,1988,1933,1,163718,0
8907,2871,2924,2085,1164,9352,1,3296,2036,1,123370,0
4756,1807,3541,4916,1084,4643,1,3812,695,1,95018,0
12786,1850,41,3040,2128,3147,1,2328,2276,1,83160,0
11337,282,3968,2623,1055,6974,1,767,1951,1,104438,0
3562,1259,3102,1070,1301,14023,1,831,2064,1,124660,0
8458,365,3223,2030,2457,5179,1,1616,1468,1,86992,0
8909,2804,4004,2555,1901,10117,1,876,2664,1,128336,0
9615,390,1017,2191,788,7346,1,1496,979,1,88404,0
966,1155,4565,1112,1708,5915,1,1709,440,1,74462,0
12509,2276,2897,3856,803,12764,1,1486,1835,1,148066,0
5638,1489,678,2882,2584,12617,1,1034,2756,1,124534,0
8143,509,3536,588,428,19583,1,3225,127,1,165572,0
4768,1139,3111,1978,1097,19984,1,125,1199,1,159574,0
11133,2863,4865,2484,2821,8566,1,2698,2246,1,134212,0
6356,2587,1974,2304,1767,15667,1,3377,2323,1,155344,0
13432,2191,2824,4801,1442,18289,1,1906,995,1,185978,1
7686,914,4231,4082,1770,7023,1,2476,2816,1,117308,0
5528,1052,3900,4464,2263,17149,1,1925,607,1,164174,0
2019,2792,1926,2864,1501,9425,1,416,1929,1,97724,0
3469,2879,1719,3243,2673,12748,1,3564,2340,1,138004,0
11717,2063,4418,1635,2829,2337,1,1363,1428,1,82626,0
2994,871,2744,3585,1319,10503,1,2929,1662,1,117076,0
14067,691,2420,4174,953,10949,1,164,1300,1,129358,0
5915,1294,2787,4461,1400,11145,1,2383,858,1,126054,0
7515,1820,2097,3438,311,2630,1,410,879,1,62378,0
6972,1980,2343,1745,2311,3393,1,273,2020,1,68418,0
5889,1411,4121,4332,2376,13741,1,1785,958,1,146592,0
9608,1208,3964,2674,2592,17301,1,929,1661,1,167544,0
2330,2006,2357,1553,1496,18605,1,978,2974,1,154752,0
12156,1111,1737,1135,2830,7536,1,115,848,1,92760,0
1957,782,4875,3288,2200,4147,1,3793,102,1,83002,0
10912,2239,2552,4405,2354,10206,1,361,1348,1,126920,0
14746,595,2024,3754,1412,8488,1,1564,2859,1,125248,0
13648,1190,2159,823,1852,3619,1,695,244,1,70788,0
7057,2509,2746,2221,1764,4217,1,225,2780,1,79860,0
11182,2138,2099,3368,1509,15560,1,3991,1569,1,167136,0
12425,2990,9,3406,464,13434,1,2623,1998,1,144516,0
2591,431,3886,4055,1495,19380,1,1640,976,1,167552,0
4687,2077,535,3141,1824,6392,1,973,1315,1,79394,0
7409,1418,2590,1982,2969,8382,1,2176,1497,1,106874,0
6713,845,3284,2767,1972,18723,1,692,1488,1,164332,0
11346,1640,1461,3155,2338,6726,1,890,1649,1,99634,0
2240,2080,4153,1639,2840,3337,1,114,129,1,58492,0
8548,1792,42,1236,476,15943,1,3404,1229,1,140944,0
3269,1153,628,2901,2139,3135,1,2231,2254,1,63998,0
13931,1467,567,2775,447,16041,1,1682,162,1,148690,0
362,2599,1931,1848,2430,18722,1,3819,2037,1,161664,0
5690,2549,638,3394,313,7749,1,2244,1950,1,96512,0
9897,2933,254,672,2474,16708,1,2213,1590,1,149782,0
1174,2823,1383,4653,2809,3629,1,1248,847,1,67920,0
1863,1523,3769,979,1932,3822,1,652,38,1,55330,0
13537,2123,1868,3971,1188,11654,1,869,2070,1,138742,0
3453,435,3710,3855,2679,15300,1,2160,2064,1,152100,0
9733,1508,2644,4643,725,8152,1,2233,230,1,111854,0
4430,2844,4028,889,2954,5526,1,3538,1630,1,93962,0
10458,327,1811,2322,2403,2035,1,1103,1396,1,65124,0
12771,2251,1215,3647,1442,2241,1,3034,504,1,79984,0
9012,1963,46,2312,1470,9152,1,1808,2170,1,105156,0
7240,1604,1954,2498,1958,15259,1,275,2950,1,143876,0
3984,882,717,3473,1590,7872,1,280,2328,1,87346,0
10676,1963,2533,3143,1687,3347,1,2877,1072,1,87244,0
9492,2919,3281,4381,594,13803,1,1199,429,1,145998,0
3268,2891,2759,2243,1532,13981,1,3951,1437,1,140838,0
6733,1804,4042,3687,944,12776,1,1053,1556,1,136980,0
6671,2466,1920,2489,1786,4984,1,395,2533,1,81108,0
10333,599,3918,4283,2962,11059,1,1645,1096,1,137920,0
13309,1247,3912,3958,2322,9642,1,2865,2461,1,144402,0
9009,224,3623,2750,2756,15631,1,2082,1434,1,157330,0
2214,2175,1634,1924,1980,7632,1,2689,2275,1,92628,0
5645,1681,2467,3510,2597,19107,1,390,1889,1,167522,0
8602,2329,4748,2612,301,4405,1,1634,2510,1,94920,0
9882,745,1178,1237,541,17758,1,3941,2179,1,163034,0
9250,2710,2102,3377,423,19193,1,529,1284,1,169102,0
4815,1385,1537,917,2503,13497,1,3480,85,1,122474,0
12019,1711,16,4709,2759,11964,1,1844,2533,1,141180,0
11155,1499,3742,4280,2130,6832,1,2823,2090,1,122310,0
12230,1002,3782,4487,513,7415,1,1636,699,1,114406,0
7248,2595,4150,1902,2485,16227,1,2383,677,1,158476,0
2293,640,4141,4503,779,12845,1,3927,2593,1,145160,0
3130,2441,3090,1561,2717,6981,1,2461,2060,1,95160,0
14642,2267,2968,4916,1843,15490,1,3003,1988,1,181954,1
6956,394,3213,4989,1633,10167,1,1805,1126,1,123510,0
13642,524,3794,4761,877,17349,1,3691,1486,1,189118,1
11782,2981,1100,1523,894,4444,1,1906,809,1,79340,0
11460,882,3110,705,891,15107,1,3711,2908,1,158854,0
13837,210,1401,2831,1579,9704,1,3776,1075,1,125818,0
4173,1131,2294,3997,1474,11174,1,3724,293,1,121842,0
13207,1040,619,4257,2696,6494,1,3963,1054,1,112432,0
9966,1777,3210,3347,2214,6711,1,1244,694,1,102170,0
6737,446,2813,4997,324,5130,1,3095,2255,1,98444,0
12738,1305,4611,719,487,11173,1,3607,396,1,133440,0
11788,1385,4187,4310,1159,2414,1,994,1315,1,86382,0
6248,1738,3427,896,2846,5076,1,1171,1145,1,78686,0
5881,2112,741,3035,314,3395,1,3041,2048,1,72454,0
2177,929,1282,2834,1045,16627,1,1705,2038,1,139510,0
1294,2060,3437,1630,2711,13896,1,2595,119,1,126640,0
1466,461,630,769,1905,13453,1,3208,2871,1,118304,0
8288,2182,1818,992,1801,9396,1,1176,461,1,98716,0
